When,Who,Comment,About,Media,What,Whom,Reference_ID
2020-03-04,@suss_sg,"While the current COVID-2019 situation in Singapore is undoubtedly a cause for concern, the SUSS community chose to come together to extend their gratitude and show support to our unsung heroes at the Ministry of Home Affairs (@mhasingapore).  Read more: https://t.co/hkAE2I4j2V https://t.co/rPTMXrBACo",https://t.co/hkAE2I4j2V,photo,[],['@mhasingapore'],https://twitter.com/suss_sg/status/1235195808343044096
2020-03-02,@suss_sg,"#GES2019: Results are out! Around 9 in 10 of SUSS' second batch of full-time graduates, who entered the labour force in 2019, secured a job within six months of completing their final examinations. Read more here: https://t.co/Li3R9jfKeu @MOEsg https://t.co/SsKIe4Zgiy",https://t.co/Li3R9jfKeu,photo,['#GES2019'],['@MOEsg'],https://twitter.com/suss_sg/status/1234447117978152960
2020-02-28,@suss_sg,"The Samsung Galaxy line is intended to compete directly with Apple’s iPhone 11 line-up, but it may struggle to dominate the premium market. Chong Guan and Ding Ding from the SUSS School of Business share more in this commentary: https://t.co/pvg22jrMtd",https://t.co/pvg22jrMtd,text,[],[],https://twitter.com/suss_sg/status/1233366490683990017
2020-02-27,@suss_sg,"Last September, 18 SUSS students took up the challenge to understand Jakarta and attempt to solve some of the pain points found in the city. Read their journey here: https://t.co/yst3f1E7KL",https://t.co/yst3f1E7KL,text,[],[],https://twitter.com/suss_sg/status/1233001588224090113
2020-02-25,@suss_sg,"How would the impact of Industry 4.0, rapid technological changes and robots and Artificial intelligence (AI) affect work? How can workers better prepare themselves? Nicholas Sim, senior lecturer at the SUSS School of Business shares more in this article: https://t.co/Iz6dtWEoAe",https://t.co/Iz6dtWEoAe,text,[],[],https://twitter.com/suss_sg/status/1232289228953997314
2020-02-19,@suss_sg,"APPRECIATING THE ART OF TEA: Did you know, the history of Chinese Tea dates back to over 5,000 years ago? Its rich heritage and culture piqued the interest of 24 SUSS students who attended the Chinese Tea workshop at the Tea Chapter teahouse. Read more: https://t.co/vmPKQCSSjf",https://t.co/vmPKQCSSjf,text,[],[],https://twitter.com/suss_sg/status/1230103742768394240
2020-02-17,@suss_sg,"Phua Chu Kang's back! But this time, he gets serious on how you can protect yourself from COVID-19.  https://t.co/qNQ1w5hC14",https://t.co/qNQ1w5hC14,text,[],[],https://twitter.com/suss_sg/status/1229382515951046656
2020-02-17,@suss_sg,"As the use of Legal Tech increases, how will this transformation affect the legal profession and how future lawyers are trained? Find out more at the #SUSSSocialSciencesBlog: https://t.co/jWCdVaiTcA",https://t.co/jWCdVaiTcA,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1229372422731812866
2020-02-14,@suss_sg,"2020 was a tumultuous start with the COVID-19 outbreak, but we should not let it dampen our spirits! Here are some words of encouragment from our Student Support department. Stay safe and healthy! #staystrongSUSS #thistooshallpass #spreadloveandkindnessnotpanicandfear https://t.co/kV4VifPUMb",http://pbs.twimg.com/media/EQvN0OxWkAECYuW.jpg,photo,"['#staystrongSUSS', '#thistooshallpass', '#spreadloveandkindnessnotpanicandfear']",[],https://twitter.com/suss_sg/status/1228301627930693634
2020-02-13,@suss_sg,"As business models change and grow in complexity, so must accounting, in order to maintain its relevance. Learn more about the constantly evolving discipline from A/P Ng Kai Teck, Head, Accountancy programme, in the video below! Apply now at: https://t.co/oXWPDOspXC https://t.co/aepL64wETs",https://t.co/oXWPDOspXC,video,[],[],https://twitter.com/suss_sg/status/1227925672611524608
2020-02-12,@suss_sg,"The SUSS Gerontology Programme and the Nation for Future Seniors (NFS) launched their first-ever online live inter-generation dialogue in Singapore which involved SUSS Master's degree students, alumni and seniors. Read more: https://t.co/Sql7pBspM1 https://t.co/CI5y6Hlq3L",https://t.co/Sql7pBspM1,photo,[],[],https://twitter.com/suss_sg/status/1227585679565246464
2020-02-10,@suss_sg,TACKLING HOARDING: What can we do to help curb the hoarding phenomenon and how can we better support sufferers? Read more at the #SUSSSocialSciencesBlog: https://t.co/jdwsOqoKFz,https://t.co/jdwsOqoKFz,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1226853426224672768
2020-02-10,@suss_sg,"In view of the Novel Coronavirus situation in Singapore, we regret to announce that we will be cancelling the SUSS Open House on 22 Feb 2020 in our bid to support nationwide efforts to contain the spread of the virus in our community. Read more: https://t.co/9pYeNZYiYZ",https://t.co/9pYeNZYiYZ,text,[],[],https://twitter.com/suss_sg/status/1226845803312009218
2020-02-07,@suss_sg,"Express appreciation for our unsung heroes who are working hard for us amidst the novel coronavirus outbreak. Even a smile can go a long way!

(Credit: @mccysg) https://t.co/C9bOyZ69cn",http://pbs.twimg.com/media/EQLIZnfWAAAlhPI.jpg,photo,[],['@MCCYsg'],https://twitter.com/suss_sg/status/1225762394611363841
2020-02-07,@suss_sg,"Learn more about the world of taxation from A/P Darren Koh, Vice Dean and Head, Taxation &amp; Law Programme, in the video below. Make your mark for the greater good. Apply now at: https://t.co/4LYojkw45b https://t.co/iSiaYgrZWk",https://t.co/4LYojkw45b,video,[],[],https://twitter.com/suss_sg/status/1225706102693781505
2020-02-06,@suss_sg,"Tip #2 from @MCCYsg:  Let's create a caring community where no one is left behind! Share tips on staying healthy with your loved ones. Get the latest news through @sporeMOH  website on the Novel Coronavirus at https://t.co/Tm22jAyj3u!

SUSS Alumni https://t.co/s6aJtPzmaI",https://t.co/Tm22jAyj3u,photo,[],"['@MCCYsg', '@sporeMOH']",https://twitter.com/suss_sg/status/1225402264359227394
2020-02-05,@suss_sg,"Let's do our part by staying vigilant and adopting good personal hygiene amidst the novel coronavirus situation. Here are some tips from the Ministry of Culture, Community and Youth - MCCY (@mccysg)! https://t.co/n1E9Q2xaOj",http://pbs.twimg.com/media/EQA0_LdUcAISfNc.jpg,photo,[],['@MCCYsg'],https://twitter.com/suss_sg/status/1225037361639235584
2020-02-03,@suss_sg,Find out how Singapore is taking steps to diversify its energy sources to address the vital issue of energy security at the #SUSSSocialSciencesBlog: https://t.co/v3c1SEZTeH,https://t.co/v3c1SEZTeH,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1224311577437929474
2020-01-27,@suss_sg,"As Artificial Intelligence (AI) becomes a ubiquitous part of the legal profession, find out what future it holds for the industry at the #SUSSSocialSciencesBlog: https://t.co/kax59KkJTc",https://t.co/kax59KkJTc,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1221759509267468289
2020-01-24,@suss_sg,"What is Novel Cononavirus? Find out more and what precautions to take from this advisory infographic from Ministry of Health, Singapore (MOH). Check the MOH website for regular updates. https://t.co/H48ryz6HAv   #WuhanCoronavirus https://t.co/h5A9m6797q",https://t.co/H48ryz6HAv,photo,['#WuhanCoronavirus'],[],https://twitter.com/suss_sg/status/1220670104201048066
2020-01-24,@suss_sg,"SUSS wishes you a very happy and prosperous Chinese New Year! 

(Do note that our offices, hotlines and counters will be closed from 24-27 Jan, and will resume on 28 Jan 2020) https://t.co/dX0ZWtBSN4",https://video.twimg.com/ext_tw_video/1220504004179959808/pu/vid/480x480/3POOXPFoyRpRwS6F.mp4?tag=10,video,[],[],https://twitter.com/suss_sg/status/1220504019250098176
2020-01-23,@suss_sg,"In view of the Coronavirus in Wuhan, here's an advisory by the Ministry of Health, Singapore (@sporeMOH)  to take note. Please check https://t.co/WAavmiT8Fz regularly for more updates. @MOEsg https://t.co/05WPk0lG30",https://t.co/WAavmiT8Fz,photo,[],"['@sporeMOH', '@MOEsg']",https://twitter.com/suss_sg/status/1220334132875726848
2020-01-23,@suss_sg,"Learn more about the Graduate Diploma in Outdoor Education where you will acquire the latest advanced knowledge and skills to be effective leaders in the industry. Find out more from the Head of Programme, Dr Eugene Chew.: https://t.co/li4PJdAwai https://t.co/Ia0jDyGZsU",https://t.co/li4PJdAwai,video,[],[],https://twitter.com/suss_sg/status/1220320139775750144
2020-01-20,@suss_sg,"THE FUTURE OF GRANDPARENTING: As our population ages, being raised by grandparents could be a thing of the past. Read more at the #SUSSSocialSciencesBlog: https://t.co/Trk4PmHMiI",https://t.co/Trk4PmHMiI,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1219225309800738818
2020-01-16,@suss_sg,The Bachelor of Building and Project Management programme equips you with a repertoire of specialised knowledge and skills for the productive management of projects. More info on the Open House here: https://t.co/S2ibx29qRB https://t.co/lCWizkxAD5,https://t.co/S2ibx29qRB,video,[],[],https://twitter.com/suss_sg/status/1217781160048283648
2020-01-15,@suss_sg,Catch the Blockchain Living Lab Opening Ceremony happening at SUSS today at 10am on this livestream: https://t.co/CoOCk2E6GL!,https://t.co/CoOCk2E6GL,text,[],[],https://twitter.com/suss_sg/status/1217259606977712129
2020-01-13,@suss_sg,"#SUSSSocialSciencesBlog: Get, share and subscribe to the latest views on work, society, community and more, hosted by the newly launched SUSS Social Sciences Blog! https://t.co/ye5euOdqZs",https://t.co/ye5euOdqZs,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1216693376231362562
2020-01-10,@suss_sg,"THE TRANSFORMATION OF SHOPPING: How can brands and malls keep up with e-commerce and changing customer preferences? Dr Lau Kong Cheen, Senior Lecturer, Marketing Programme at the SUSS School of Business (SBIZ) shares his views in this podcast: https://t.co/mWrnD4NDSc",https://t.co/mWrnD4NDSc,text,[],[],https://twitter.com/suss_sg/status/1215611763128963072
2020-01-06,@suss_sg,2019 was a great year for our 183 student athletes who competed in the 2019 Singapore University Games (SUniG)! Let's cheer on for #TeamSUSS! Read the highlights here: https://t.co/WIMfvKhxn7,https://t.co/WIMfvKhxn7,text,['#TeamSUSS'],[],https://twitter.com/suss_sg/status/1214166979017428993
2019-12-30,@suss_sg,"Congratulations to Dr Adrian Yeow (third from left in photo), Senior Lecturer at the SUSS School of Business (SBIZ) for having his paper named as one of the Best Information Systems Papers of 2018 by the AIS College of Senior Scholars! Read more: https://t.co/oUqz6D3uWn https://t.co/OxNnxlTePe",https://t.co/oUqz6D3uWn,photo,[],[],https://twitter.com/suss_sg/status/1211621459195510784
2019-12-26,@suss_sg,"Despite being an ex-offender, Benny Thiam defied all odds and worked hard to obtain a Social Work degree from SUSS. In this article, Benny shares how he tries to make an impact on others by getting them to embrace inclusivity. Read more: https://t.co/dvD5J61v1C https://t.co/7dna18NezI",https://t.co/dvD5J61v1C,photo,[],[],https://twitter.com/suss_sg/status/1210185753554247681
2019-12-23,@suss_sg,"YOUTHS IN LOCAL GREEN PROJECT: SUSS WILDSMarines, a student interest-driven community engagement project curated by the SUSS Office of Service-Learning &amp; Community Engagement, pen down their experience to increase environmental awareness, in this article: https://t.co/iRXfgEtjb1",https://t.co/iRXfgEtjb1,text,[],[],https://twitter.com/suss_sg/status/1209135327916576768
2019-12-20,@suss_sg,We concluded the 2019 Singapore Early Childhood Education Chinese Symposium in September! 4 speakers were invited to give presentations tailored to the theme “Teaching and Learning Chinese as a Living Language for Children in their Daily Lives”. Read more: https://t.co/ZCYEMZmzcc https://t.co/sOiWuT6sa5,https://t.co/ZCYEMZmzcc,photo,[],[],https://twitter.com/suss_sg/status/1207995335085379584
2019-12-18,@suss_sg,"Five of our part-time students across different disciplines volunteered in RenovAID, a home makeover show which helps needy families, in support of Community Chest’s Lakeside Family Services. https://t.co/OmbxGvPCJY",http://pbs.twimg.com/media/EMETo_qWwAIUBD-.jpg,photo,[],[],https://twitter.com/suss_sg/status/1207267780896153601
2019-12-11,@suss_sg,SUSS and @mhasingapore will be widening our collaboration in training and learning. This includes the development of the full-time Bachelor of Public Safety and Security (Honours) Programme and the accreditation of Home Team courses by SUSS. Read more: https://t.co/3xesnM4FjL https://t.co/RbX6Cqw4H6,https://t.co/3xesnM4FjL,photo,[],['@mhasingapore'],https://twitter.com/suss_sg/status/1204740134949793796
2019-12-10,@suss_sg,"SUSS wishes everyone Happy Holidays and best wishes for the New Year!

#SUSSG #singaporelife #singapore #education #socialsciences #higherlearning #lifelonglearning #universitylife https://t.co/N5CxqYjmDG",https://video.twimg.com/ext_tw_video/1204378229198512129/pu/vid/320x320/Ssb-55gLSGW7U1TI.mp4?tag=10,video,"['#SUSSG', '#singaporelife', '#singapore', '#education', '#socialsciences', '#higherlearning', '#lifelonglearning', '#universitylife']",[],https://twitter.com/suss_sg/status/1204378261448527873
2019-12-02,@suss_sg,"A veteran in the field of accountancy, Prof Ng Eng Juan was recently profiled in the International Teachers' Day tribute of IS Chartered Account Journal's October issue. We caught up with Prof Ng to share his thoughts on his 30-year teaching career: https://t.co/mbiNx00Jso https://t.co/fexKdY7q8V",https://t.co/mbiNx00Jso,photo,[],[],https://twitter.com/suss_sg/status/1201470068216995840
2019-11-29,@suss_sg,"We've teamed up with nine organisations in the social services sector to develop 15 social courses on our new SUSS UniLEARN platform, an e-learning initiative for the community, with an emphasis on social concerns in our society. Read the media release: https://t.co/Y57TYEuF4x https://t.co/7P2v7cI7zJ",https://t.co/Y57TYEuF4x,photo,[],[],https://twitter.com/suss_sg/status/1200386933966462979
2019-11-27,@suss_sg,#ASCILITE2019: Join us at the 36th ASCILITE 2019 International Conference to exchange best practices and thought leadership ideas about how technology can drive the future of higher education. More info here: https://t.co/xzh2n4fW6J https://t.co/M9Hj5DRDvU,https://t.co/xzh2n4fW6J,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1199666434114228225
2019-11-27,@suss_sg,"#SUSSForTheGreaterGood: Nancy Ng, senior lecturer at SUSS for the social work programme, shares her passion for social work and thoughts about inclusivity. Read more: https://t.co/iwWbeUIBnS",https://t.co/iwWbeUIBnS,text,['#SUSSForTheGreaterGood'],[],https://twitter.com/suss_sg/status/1199665425849692160
2019-11-26,@suss_sg,DEMYSTFYING MILLENNIALS: Gain real truths about the millennials from the SUSS-Straits Times 19+ youth survey. Read more: https://t.co/9wH4H7SpWM #SUSSBlog,https://t.co/9wH4H7SpWM,text,['#SUSSBlog'],[],https://twitter.com/suss_sg/status/1199321408129654785
2019-11-25,@suss_sg,"The Impact Startup Challenge in Singapore came full circle in August, where students spent nine weeks to execute their ideas using the lean startup methodology. Five teams battled it out in the presence of a live audience and four judges! Read more: https://t.co/BjZYryJzqu https://t.co/Nuwu0yetE8",https://t.co/BjZYryJzqu,photo,[],[],https://twitter.com/suss_sg/status/1198940414541209601
2019-11-22,@suss_sg,"Exchange best practices and ideas to create opportunities for lifelong learning and how to form learning communities across different contexts at Lifelong Learning Conference 2019  – ‘Learning: A Way of Life’ this December! For more info, head over to: https://t.co/ojnYIYzFEK https://t.co/o5MII1oQtw",https://t.co/ojnYIYzFEK,photo,[],[],https://twitter.com/suss_sg/status/1197848706789396480
2019-11-21,@suss_sg,"SUSS has signed an MOU with State Courts of Singapore to jointly develop and launch the Legal Clerkship Programme, which provides law students with practical training and applied learning. Read More: https://t.co/KFhLEgulZ7",https://t.co/KFhLEgulZ7,text,[],[],https://twitter.com/suss_sg/status/1197484846953750529
2019-11-20,@suss_sg,#ASCILITE2019: Join us at the 36th ASCILITE 2019 International Conference to exchange best practices and thought leadership ideas about how technology can drive the future of higher education. More info here: https://t.co/xzh2n4fW6J https://t.co/oU04mwT2Jb,https://t.co/xzh2n4fW6J,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1197125190150492161
2019-11-19,@suss_sg,"SUSS, through its School of Business (SBIZ), signed a tripartite Memorandum of Understanding (MOU) with Jinan University and IPOS-International on 4 November 2019. The ceremony was held in Jinan University in Guangzhou, China. Read more: https://t.co/t6won34KaH",https://t.co/t6won34KaH,text,[],[],https://twitter.com/suss_sg/status/1196766573031305216
2019-11-19,@suss_sg,"24 Home Team officers from the SPH, ICA, SPS, and SCDF were awarded the Certificate in Criminal Investigation by the Home Team School of Criminal Investigation (HTSCI), accredited by SUSS. Read More: https://t.co/yJVxN8Zb2E",https://t.co/yJVxN8Zb2E,text,[],[],https://twitter.com/suss_sg/status/1196760062586437632
2019-11-18,@suss_sg,Congrats to the three interpreters from The State Courts who received their Certification Examination for Professional Interpreters (CEPI) and Certification Examination for Professional Translators (CEPT)! https://t.co/FMcNas3Iky,http://pbs.twimg.com/media/EJqMqdVW4AAu44U.jpg,photo,[],[],https://twitter.com/suss_sg/status/1196423316610977792
2019-11-15,@suss_sg,"Two words come to mind when we think about starting a business in booming China – “Competitive” and “Challenging”, but what did these words mean for our students who visited Shenzhen for the six days overseas Impact Startup Challenge in July? Read more: https://t.co/zybapRAQzx https://t.co/QTjtBgsVsA",https://t.co/zybapRAQzx,photo,[],[],https://twitter.com/suss_sg/status/1195316538326339584
2019-11-15,@suss_sg,"Exchange best practices and ideas to create opportunities for lifelong learning and how to form learning communities across different contexts at Lifelong Learning Conference 2019  – ‘Learning: A Way of Life’ this December! For more info, head over to: https://t.co/ojnYIYzFEK https://t.co/gR1DpwfDsS",https://t.co/ojnYIYzFEK,photo,[],[],https://twitter.com/suss_sg/status/1195311742282293248
2019-11-15,@suss_sg,"From 2020, Tower Transit Singapore will provide study grants to enhance financial support for SUSS students, with special consideration for those from the public transport sector. Read more: https://t.co/hCJTeMVNYc",https://t.co/hCJTeMVNYc,text,[],[],https://twitter.com/suss_sg/status/1195310503700156416
2019-11-15,@suss_sg,"SUSS Associate Professor Lim Tai Wei, an area studies expert in Northeast Asian affairs, shares his views on recent developments related to the protests in Hong Kong. Read more: https://t.co/HBtaodxg7L",https://t.co/HBtaodxg7L,text,[],[],https://twitter.com/suss_sg/status/1195234994836381696
2019-11-13,@suss_sg,#ASCILITE2019: Join us at the 36th ASCILITE 2019 International Conference to exchange best practices and thought leadership ideas about how technology can drive the future of higher education. More info here: https://t.co/xzh2n4fW6J https://t.co/93D4fUqsG3,https://t.co/xzh2n4fW6J,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1194590238389264385
2019-11-12,@suss_sg,"EMOTIONAL SUPPORT FOR HOARDERS: Sng Hock Lin, a PhD student in Gerontology at SUSS shares his field study findings on senior citizens who are hoarders, and what we can do to help them. Read the article here: https://t.co/eCDIbfdd3q",https://t.co/eCDIbfdd3q,text,[],[],https://twitter.com/suss_sg/status/1194230878949531651
2019-11-11,@suss_sg,DID YOU KNOW? PsyConnect is the only active student society for part-time undergraduate students studying psychology in SUSS! The group regularly visits and interacts with the residents at the Institute of Mental Health (IMH) each semester. https://t.co/tTyZ2qYh2p,http://pbs.twimg.com/media/EJFyQBXWoAA3wtu.jpg,photo,[],[],https://twitter.com/suss_sg/status/1193860999847317504
2019-11-08,@suss_sg,#LLC2019: Participate for free at the Lifelong Learning Conference 2019! Register now at https://t.co/BGqK4cye2v https://t.co/prsSaPTtjy,https://t.co/BGqK4cye2v,photo,['#LLC2019'],[],https://twitter.com/suss_sg/status/1192787861206118402
2019-11-06,@suss_sg,"#SUSSForTheGreaterGood: Koh Jin Wei, a Business Analytics student who founded his own startup, https://t.co/pXhUdhM8Oq, shares with us how his app aims to promote inclusivity, for the greater good. Read more: https://t.co/fu7tjcVJD4 https://t.co/IzUVslTNDo",https://t.co/pXhUdhM8Oq,photo,['#SUSSForTheGreaterGood'],[],https://twitter.com/suss_sg/status/1192064345695490048
2019-11-06,@suss_sg,#ASCILITE2019: Don’t miss the new and expanded suite of Pre-Conference Workshops at ASCILITE 2019. Sign up by 10 Nov! More info here: https://t.co/i2FR7vkfsm https://t.co/dMJc13EPCm,https://t.co/i2FR7vkfsm,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1192049018198798336
2019-10-30,@suss_sg,#ASCILITE2019: Join us at the 36th ASCILITE 2019 International Conference to exchange best practices and thought leadership ideas about how technology can drive the future of higher education. More info here: https://t.co/xzh2n4fW6J https://t.co/KspD8zsl12,https://t.co/xzh2n4fW6J,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1189520331691745280
2019-10-26,@suss_sg,"Here’s wishing all Hindus a Happy Deepavali, from all of us at SUSS! https://t.co/sLZdqtMzXf",https://video.twimg.com/ext_tw_video/1188236114080993280/pu/vid/720x720/NjvXcKatT9XcOw8P.mp4?tag=10,video,[],[],https://twitter.com/suss_sg/status/1188236153813655553
2019-10-25,@suss_sg,Our School of Humanities and Behavioural Sciences (SHBS) held its biennial Language in Singapore forum called It’s #Lit: Millennials Writing in Singapore. Check out the highlights here: https://t.co/tyLYv5q6Ut https://t.co/QNN7iOynJP,https://t.co/tyLYv5q6Ut,photo,['#Lit'],[],https://twitter.com/suss_sg/status/1187702868322799618
2019-10-23,@suss_sg,"It was full house at the special screening of Revenge of the Pontianak, the new film by director Glen Goei! Ms Khoo Sim Eng, Head, Film Studies Minor shares more about her motivations behind organising the screening. Read more: https://t.co/CqjlvYNy5N https://t.co/CgFnuI4OtV",https://t.co/CqjlvYNy5N,photo,[],[],https://twitter.com/suss_sg/status/1186985151429054464
2019-10-23,@suss_sg,#ASCILITE2019: Good news! Early Bird Registration has been extended until 31 Oct 2019! Sign up while seats last!: https://t.co/xzh2n4fW6J https://t.co/bv6F2bD9J3,https://t.co/xzh2n4fW6J,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1186974806182449152
2019-10-21,@suss_sg,SHAPING THE LEARNING LANDSCAPE OF TOMORROW: Have you signed up for #ASCILITE2019? This blog post recaps how the conference themes will be explored through the keynote presentations. Read more: https://t.co/8w1KXbMGCM https://t.co/GzIPuRMnBu,https://t.co/8w1KXbMGCM,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1186257079113310209
2019-10-18,@suss_sg,"#LLC2019: Prof Dr Patrick Werquin will be presenting “Recognising All Prior Learning Outcomes: Do’s and Don’ts’” at the Lifelong Learning Conference, where he will share his idea that recognition of prior learning is a philosophy. Learn more: https://t.co/0DN8y1M7eg https://t.co/wDaGsGUu24",https://t.co/0DN8y1M7eg,photo,['#LLC2019'],[],https://twitter.com/suss_sg/status/1185170416870084608
2019-10-16,@suss_sg,"#ASCILITE2019: Professor Sandy Cook, Senior Associate Dean at the Duke-NUS Medical School shares a sneak preview of her keynote sharing titled ""Technology Enhanced Team-Based Learning"", in this video! https://t.co/osV89xgRMR",https://t.co/osV89xgRMR,text,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1184438339828703232
2019-10-15,@suss_sg,#SUSSConvo2019: Congratulations to all graduates! Last Friday marked the end of the SUSS Convocation. Here's a recap of the ceremonies: https://t.co/E89qmMUnbY https://t.co/0hpxVcDmjX,https://t.co/E89qmMUnbY,photo,['#SUSSConvo2019'],[],https://twitter.com/suss_sg/status/1184075201627197440
2019-10-11,@suss_sg,"#SUSSConvo2019: Despite already having more than 20 years of experience in the food industry, Jean Ang never stopped learning and reached for greater heights. Today, she is a graduate of SUSS with a bachelor's degree with honours in business. Read more: https://t.co/JesipVIEKc",https://t.co/JesipVIEKc,text,['#SUSSConvo2019'],[],https://twitter.com/suss_sg/status/1182642088355209220
2019-10-04,@suss_sg,"The University of Sydney lecturer, Dr Josephine Fleming will go beyond digital technology to consider digital culture in her presentation at the Lifelong Learning Conference. Learn more: https://t.co/UQzqoNzXlP https://t.co/NlZ21Wnpix",https://t.co/UQzqoNzXlP,photo,[],[],https://twitter.com/suss_sg/status/1180106052139913216
2019-10-04,@suss_sg,"Prof Cheong and two colleagues were interviewed by SPH Radio Station Money FM89.3, in an Outdoor Broadcast event held on campus today. Read more: https://t.co/wJr2GFQYvO https://t.co/2GaOrVVSD0",https://t.co/wJr2GFQYvO,photo,[],[],https://twitter.com/suss_sg/status/1180097757501153287
2019-10-02,@suss_sg,"#ASCILITE2019: Emeritus Professor Mike Sharples at The Open University, UK, will be presenting the topic on the Pedgagy-informed Design of New Educational Technology at the ASCILITE conference happening this December. Catch a sneak preview here! https://t.co/y2vsvYQPHk",https://t.co/y2vsvYQPHk,text,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1179380584067600384
2019-10-02,@suss_sg,"Gerontology students attended the 15th China Symposium on Gerontology Construction held at Renmin University of China. We spoke to Sng Hock Lin, one of the students who presented topics on Singapore's gerontology landscape. Read more: https://t.co/an0w5jEvYp",https://t.co/an0w5jEvYp,text,[],[],https://twitter.com/suss_sg/status/1179374975393943559
2019-10-01,@suss_sg,Congrats to the 56 participants who concluded the inaugural Certificate in High Performing Charities! They are on their way to future-proof their respective charity organisations. More info: https://t.co/0eNU1hMUol https://t.co/PDHu3IAMIH,https://t.co/0eNU1hMUol,photo,[],[],https://twitter.com/suss_sg/status/1179003102407606273
2019-09-27,@suss_sg,"APPLE'S MOST AMBITIOUS PLAY: Dr Lau Kong Cheen and Dr Jimmy Wong, senior lecturers at the SUSS School of Business opined that Apple's recent launch of their newest products was a strategic move towards something bigger. Read more: https://t.co/ssmILUbmlY",https://t.co/ssmILUbmlY,text,[],[],https://twitter.com/suss_sg/status/1177567818033876997
2019-09-27,@suss_sg,"Exchange best practices and ideas to create opportunities for lifelong learning and how to form learning communities across different contexts at Lifelong Learning Conference 2019  – ‘Learning: A Way of Life’ this December! For more info, head over to: https://t.co/ojnYIYzFEK https://t.co/ie2QLEvPsH",https://t.co/ojnYIYzFEK,photo,[],[],https://twitter.com/suss_sg/status/1177559012461686785
2019-09-27,@suss_sg,#ASCILITE2019: Join us at the 36th ASCILITE 2019 International Conference to exchange best practices and thought leadership ideas about how technology can drive the future of higher education. More info here: https://t.co/xzh2n4fW6J https://t.co/w6OQrJdJte,https://t.co/xzh2n4fW6J,photo,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1177553548038541312
2019-09-25,@suss_sg,"Congratulations to the 16 SUSS scholars who were accorded the SUSS Scholarship this year! Besides their academic achievements, the scholars were chosen for other qualities like purposefulness, openness and tenacity. Read more: https://t.co/V2ZiqcRcz8 https://t.co/VoOdI1ljus",https://t.co/V2ZiqcRcz8,photo,[],[],https://twitter.com/suss_sg/status/1176843881377357825
2019-09-23,@suss_sg,"EVOLUTION OF THE EARLY CHILDHOOD EDUCATION LANDSCAPE IN SINGAPORE: SUSS Associate Professor Sirene Lim, Academic Lead for the Early Childhood Education programme, discusses the evolution of Singapore’s pre-school sector in this commentary: https://t.co/drLMpViKnI",https://t.co/drLMpViKnI,text,[],[],https://twitter.com/suss_sg/status/1176107701648134144
2019-09-20,@suss_sg,"Calling all Accountancy students! Have a tech solution to the business problems faced by accounting professionals? Here's your chance to connect and co-create innovative solutions at the Accounting Innovation Challenge, happening on Oct 4!   Register here: https://t.co/1nAUv4W3Qi https://t.co/zca3Daf2eU",https://t.co/1nAUv4W3Qi,photo,[],[],https://twitter.com/suss_sg/status/1175024567250825216
2019-09-17,@suss_sg,Hey SUSS Class of 2019! Commemorate your graduation with a personalised Straits Times (ST) newspaper with your name and programme by making a donation! All proceeds will support our fellow students in need. Order by Sept 20 (Fri): https://t.co/7COYk7iRIt https://t.co/neenVGaBUm,https://t.co/7COYk7iRIt,photo,[],[],https://twitter.com/suss_sg/status/1173936141655060480
2019-09-13,@suss_sg,"Exchange best practices and ideas to create opportunities for lifelong learning and how to form learning communities across different contexts at Lifelong Learning Conference 2019  – ‘Learning: A Way of Life’ this December! For more info, head over to: https://t.co/ojnYIYzFEK https://t.co/rKCiCXjvke",https://t.co/ojnYIYzFEK,photo,[],[],https://twitter.com/suss_sg/status/1172471993465262081
2019-09-11,@suss_sg,"#ASCILITE2019: Professor Cheah Horn Mun, Assistant Provost at SUSS, shares the reasons to attend ASCILITE 2019 and the future role of information communication technologies, in this video! https://t.co/p6ipSVdWC3",https://t.co/p6ipSVdWC3,text,['#ASCILITE2019'],[],https://twitter.com/suss_sg/status/1171772633165291520
